chembl_id,smiles,IC50_nM_geomean,n_replicates,pIC50,activity_class,MW,ExactMW,cLogP,HBD,HBA,TPSA,RotBonds,Fsp3,HAC,Rings,ArRings,Stereo,Ro5_pass,LE,LipE,LELP,BEI,SEI,GE,LE_good,LipE_good,LELP_good,BEI_good,MPO_score,MPO_tier
CHEMBL365209,Nc1nc2ccc(C(=O)c3ccccc3Cl)cn2c1C(=O)c1c(F)cccc1F,427.9999999999999,1,6.369,Active,411.795,411.0586,4.31,1,4,77.46,4,0.0,29,4,4,0,True,0.2196,2.059,19.6266,15.4664,8.2223,,False,False,False,True,0.4568,Moderate (0.4–0.6)
CHEMBL3916775,CNC(=O)N=S(C)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,429.9999999999999,1,6.367,Active,461.494,461.1333,4.111,2,6,105.57,6,0.1905,32,3,3,1,True,0.199,2.256,20.6583,13.7965,6.0311,33.4226,False,False,False,False,0.4476,Moderate (0.4–0.6)
CHEMBL489833,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21,430.5229378325852,2,6.366,Active,451.276,450.0215,3.747,2,4,84.47,3,0.0909,29,5,4,0,True,0.2195,2.619,17.0706,14.1067,7.5364,70.033,False,False,False,True,0.4685,Moderate (0.4–0.6)
CHEMBL5558295,CC(=O)Nc1ccc(CNc2nc(O[C@H]3CCCNC3)nc3c(C(C)C)cnn23)cc1,433.60000000000014,1,6.363,Active,423.521,423.2383,2.949,3,7,105.47,7,0.4545,31,4,3,1,True,0.2053,3.414,14.3643,15.024,6.033,14.0,False,False,False,True,0.5248,Moderate (0.4–0.6)
CHEMBL5518081,CC(=O)Nc1ccc(CNc2nc(NC3COC3)nc3c(C(C)C)cnn23)cc1,436.80000000000007,1,6.36,Active,395.467,395.207,2.629,3,7,105.47,7,0.4,29,4,3,0,True,0.2193,3.731,11.9881,16.0823,6.0302,15.9,False,False,False,True,0.5492,Moderate (0.4–0.6)
CHEMBL189937,Cc1c(Br)c(=O)n(C2CCCC2)c2nc(Nc3ccc(N4CCNCC4)cc3)ncc12,439.00000000000006,1,6.358,Active,483.414,482.143,4.131,2,6,75.08,4,0.4348,31,5,3,0,True,0.2051,2.227,20.1414,13.1523,8.4683,14.6228,False,False,False,False,0.4684,Moderate (0.4–0.6)
CHEMBL5439522,Cn1cc(CCNc2ccc([N+](=O)[O-])cc2C(=O)O)c2ccc(Cl)cc21,439.99999999999983,1,6.357,Active,373.796,373.0829,4.093,2,4,97.4,6,0.1667,26,3,3,0,True,0.2445,2.264,16.7403,17.0066,6.5267,38.1344,False,False,False,True,0.512,Moderate (0.4–0.6)
CHEMBL361196,O=C(Nc1ncnc2oc(-c3cccnc3)cc12)C1CC1,439.99999999999983,1,6.357,Active,280.287,280.096,2.633,1,5,80.91,3,0.2,21,4,3,0,True,0.3027,3.724,8.6984,22.6803,7.8569,31.785,True,False,True,True,0.6345,Good (0.6–0.8)
CHEMBL1630108,O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)s1)NO,439.99999999999983,1,6.357,Active,547.011,546.0929,6.992,3,7,96.37,8,0.0357,38,5,5,0,False,0.1673,-0.635,41.7932,11.6213,6.5965,178.0672,False,False,False,False,0.3278,Low (<0.4)
CHEMBL1630107,O=C(/C=C/c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1)NO,439.99999999999983,1,6.357,Active,530.943,530.1157,6.524,3,7,109.51,8,0.0357,38,5,5,0,False,0.1673,-0.167,38.9958,11.973,5.8049,178.0672,False,False,False,False,0.3278,Low (<0.4)
CHEMBL3934257,COc1cc(F)ccc1-c1nc(Nc2cc(F)cc(CS(=N)(=O)C3CC3)c2)ncc1F,448.7438217350682,3,6.348,Active,448.47,448.1181,5.022,2,6,87.96,7,0.2381,31,4,3,1,False,0.2048,1.326,24.5215,14.1548,7.2169,26.6611,False,False,False,True,0.4338,Moderate (0.4–0.6)
CHEMBL2064628,CN(C)C[C@@H](OC(=O)N1Cc2c(NC(=O)C(C)(C)C)n[nH]c2C1(C)C)c1ccccc1,450.00000000000006,1,6.347,Active,427.549,427.2583,3.885,2,5,90.56,5,0.5217,31,3,2,1,True,0.2047,2.462,18.979,14.8451,7.0086,12.166,False,False,False,True,0.5014,Moderate (0.4–0.6)
CHEMBL1800463,Nc1nc(NCCN2CCOCC2)cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)n1,450.00000000000006,1,6.347,Active,416.482,416.2172,-0.283,5,10,140.23,6,0.5,30,4,2,2,True,0.2116,6.63,-1.3374,15.2396,4.5261,12.694,False,True,False,True,0.6276,Good (0.6–0.8)
CHEMBL521871,CN(C)CC(O)COc1ccc(Nc2nccc(-c3cnn4nc(N5CCOCC5)ccc34)n2)cc1,450.00000000000006,1,6.347,Active,490.568,490.2441,2.068,2,10,113.17,9,0.36,36,5,4,1,True,0.1763,4.279,11.73,12.9381,5.6084,17.6306,False,False,False,False,0.4925,Moderate (0.4–0.6)
CHEMBL1800453,CCCCCCc1cc(-c2cc(N3C[C@H](O)[C@@H](O)C3)ccc2O)nc(N)n1,450.00000000000006,1,6.347,Active,372.469,372.2161,2.096,4,7,115.73,7,0.5,27,3,2,2,True,0.2351,4.251,8.9154,17.0403,5.4843,12.694,False,False,True,True,0.5941,Moderate (0.4–0.6)
CHEMBL182419,O=C(Nc1ncnc2oc(-c3cccnc3)cc12)C1CCCC1,450.00000000000006,1,6.347,Active,308.341,308.1273,3.414,1,5,80.91,3,0.2941,23,4,3,0,True,0.276,2.933,12.3696,20.5844,7.8445,21.5811,False,False,False,True,0.5913,Moderate (0.4–0.6)
CHEMBL5404411,COc1ccc(Cc2nnc(N3CCN(C(=O)c4ccccc4)CC3)c3ccccc23)cc1,455.48,1,6.342,Active,438.531,438.2056,4.192,0,5,58.56,5,0.2222,33,5,4,0,True,0.1922,2.15,21.8106,14.4619,10.8299,28.5419,False,False,False,True,0.4458,Moderate (0.4–0.6)
CHEMBL189047,C[C@@H](C(=O)Nc1cc(C2CC2)[nH]n1)c1ccc(N2CCNC2=O)cc1,454.99499997252695,2,6.342,Active,339.399,339.1695,2.559,3,3,90.12,5,0.3889,25,4,2,1,True,0.2537,3.783,10.0867,18.686,7.0373,16.3075,False,False,False,True,0.5958,Moderate (0.4–0.6)
CHEMBL4518287,C=CS(=O)(=O)c1ccc(Nc2nc(OCC3CCCCC3)c3nc[nH]c3n2)cc1,457.820925690384,2,6.339,Active,413.503,413.1522,3.973,2,7,109.86,7,0.35,29,4,3,0,True,0.2186,2.366,18.1747,15.33,5.7701,18.1114,False,False,False,True,0.4973,Moderate (0.4–0.6)
CHEMBL578201,Cc1cc(Nc2nc(N[C@@H](C)c3ccc(F)cn3)c(C#N)nc2C)n[nH]1,460.0000000000001,1,6.337,Active,352.377,352.156,3.139,3,7,115.2,5,0.2353,26,3,3,1,True,0.2437,3.198,12.8806,17.9836,5.5009,26.9316,False,False,False,True,0.5508,Moderate (0.4–0.6)
CHEMBL5203908,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N([C@@H](C)C2CC2)C(=O)C32CC2)cc1,460.0000000000001,1,6.337,Active,413.503,413.1522,2.305,2,6,104.29,6,0.45,29,5,2,1,True,0.2185,4.032,10.5492,15.3252,6.0763,14.0822,False,False,False,True,0.5547,Moderate (0.4–0.6)
CHEMBL5190590,CNS(=O)(=O)c1ccc(Nc2ncc3c(n2)N(c2cc(F)ccc2Cl)C(=O)C32CC2)cc1,460.0000000000001,1,6.337,Active,473.917,473.0725,3.631,2,6,104.29,5,0.1905,32,5,3,0,True,0.198,2.706,18.3384,13.3715,6.0763,33.2651,False,False,False,False,0.4536,Moderate (0.4–0.6)
CHEMBL2158861,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(C)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,460.0000000000001,1,6.337,Active,517.615,517.1896,4.259,3,7,129.21,7,0.1538,37,4,4,0,False,0.1713,2.078,24.8628,12.2427,4.9044,41.2029,False,False,False,False,0.4011,Moderate (0.4–0.6)
CHEMBL1630117,O=C(NO)c1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1,460.0000000000001,1,6.337,Active,504.905,504.1001,6.124,3,7,109.51,7,0.0385,36,5,5,0,False,0.176,0.213,34.7955,12.5509,5.7867,164.5974,False,False,False,False,0.3402,Low (<0.4)
CHEMBL402548,CO[C@@H](C(=O)N1Cc2[nH]nc(NC(=O)c3ccc(N4CCN(C)CC4)cc3)c2C1)c1ccccc1,461.9999999999999,1,6.335,Active,474.565,474.2379,2.644,2,6,93.8,6,0.3462,35,5,3,1,True,0.181,3.691,14.6077,13.3491,6.7537,18.2987,False,False,False,False,0.4828,Moderate (0.4–0.6)
CHEMBL188074,COc1cccc(OC)c1C(=S)c1c(N)nc2ccc(C(=O)c3c(F)cccc3F)cn12,461.9999999999999,1,6.335,Active,453.47,453.0959,4.209,1,6,78.85,6,0.087,32,4,4,0,True,0.198,2.126,21.2576,13.9701,8.0342,72.8161,False,False,False,False,0.4334,Moderate (0.4–0.6)
CHEMBL5202653,CC(=O)N(c1ccc(-c2cnn(C)c2)cc1)C1CCC(Nc2ccc(C#N)cn2)CC1,470.00000000000006,1,6.328,Active,414.513,414.2168,4.13,1,5,86.84,5,0.3333,31,4,3,0,True,0.2041,2.198,20.2352,15.2661,7.287,18.9859,False,False,False,True,0.4777,Moderate (0.4–0.6)
CHEMBL5402829,O=C(Nc1cnccc1-c1ccc(F)cc1)c1ccnc(Nc2ccc(F)cc2)n1,470.00000000000006,1,6.328,Active,403.392,403.1245,4.813,2,5,79.8,5,0.0,30,4,4,0,True,0.2109,1.515,22.8212,15.687,7.9298,,False,False,False,True,0.4342,Moderate (0.4–0.6)
CHEMBL3354192,COC1CCN(c2nccc(Nc3cc4c(C(C)C)n[nH]c4cn3)n2)CC1,476.00000000000017,1,6.322,Active,367.457,367.2121,3.23,2,7,91.85,5,0.4737,27,4,3,0,True,0.2341,3.092,13.7975,17.2047,6.883,13.346,False,False,False,True,0.5576,Moderate (0.4–0.6)
CHEMBL5274920,C=CC(=O)Nc1ccc(C(=O)Nc2n[nH]c3ccc(-c4cncc(NC(=O)[C@@H](N)Cc5ccccc5)c4)cc23)cc1,477.00000000000017,1,6.321,Active,545.603,545.2175,4.51,5,6,154.89,9,0.0645,41,5,5,1,False,0.1542,1.811,29.2477,11.5853,4.081,98.0,False,False,False,False,0.3544,Low (<0.4)
CHEMBL3644031,CS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(OC3CCCCC3)n2)cc1,480.0,1,6.319,Active,415.437,415.1177,4.354,1,6,81.18,5,0.4444,28,3,2,0,True,0.2257,1.965,19.2911,15.2105,7.7839,14.2192,False,False,False,True,0.4993,Moderate (0.4–0.6)
CHEMBL260928,O=C(Nc1n[nH]c2cc(-c3ccsc3)ccc12)C1CC1,484.0000000000002,1,6.315,Active,283.356,283.0779,3.64,2,3,57.78,3,0.2,20,4,3,0,True,0.3158,2.675,11.5263,22.2865,10.9294,31.575,True,False,False,True,0.5971,Moderate (0.4–0.6)
CHEMBL3927078,CS(=N)(=O)Cc1cccc(Nc2ncc(F)c(-c3ccc(F)cc3OCc3ccccc3)n2)c1,485.22078727788295,3,6.314,Active,480.54,480.1432,5.921,2,6,87.96,8,0.12,34,4,4,1,False,0.1857,0.393,31.8848,13.1394,7.1783,52.6167,False,False,False,False,0.3666,Low (<0.4)
CHEMBL103039,NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(N4CCOCC4)c3)[nH]n2)cc1,489.99999999999983,1,6.31,Active,399.476,399.1365,2.304,3,6,113.34,5,0.2105,28,4,3,0,True,0.2254,4.006,10.2218,15.7957,5.5673,29.9762,False,False,False,True,0.5387,Moderate (0.4–0.6)
CHEMBL254050,CC(=O)N1CCN(C(=O)c2cc(Sc3cnc(Nc4cccc(Br)n4)s3)ccc2C)CC1,489.99999999999983,1,6.31,Active,532.489,531.0398,4.808,1,7,78.43,5,0.2727,32,4,3,0,False,0.1972,1.502,24.3813,11.85,8.0454,23.139,False,False,False,False,0.4164,Moderate (0.4–0.6)
CHEMBL3822858,COc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnc3ccccn23)n1,494.00000000000017,1,6.306,Active,466.933,466.1632,3.577,1,7,102.47,5,0.3182,33,5,4,0,True,0.1911,2.729,18.7179,13.5051,6.154,19.8177,False,False,False,False,0.4617,Moderate (0.4–0.6)
CHEMBL260929,O=C(Nc1n[nH]c2cc(-c3ccc[nH]3)ccc12)C1CC1,497.0000000000001,1,6.304,Active,266.304,266.1168,2.907,3,2,73.57,3,0.2,20,4,3,0,True,0.3152,3.397,9.2227,23.6722,8.5687,31.52,True,False,True,True,0.6265,Good (0.6–0.8)
CHEMBL5832698,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)[C@@H](C)N(C)C)C5)ncc3F)cc2n1C1CC1,498.19273378884196,2,6.303,Active,532.599,532.2511,4.388,1,7,92.07,6,0.3929,39,6,4,1,False,0.1616,1.915,27.1535,11.8344,6.8459,16.0422,False,False,False,False,0.4101,Moderate (0.4–0.6)
CHEMBL5285145,N[C@@H](COc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1)Cc1ccccc1,499.00000000000006,1,6.302,Active,463.541,463.2008,4.826,3,5,105.92,8,0.1071,35,5,5,1,True,0.1801,1.476,26.7962,13.5953,5.9498,58.8422,False,False,False,False,0.3965,Low (<0.4)
CHEMBL100391,CN(C)CC(O)COc1ccc(Nc2ncc(Cl)c(Nc3ccccc3)n2)cc1,499.99999999999983,1,6.301,Active,413.909,413.1619,3.919,3,7,82.54,9,0.2381,29,3,3,1,True,0.2173,2.382,18.035,15.2232,7.6339,26.4637,False,False,False,True,0.483,Moderate (0.4–0.6)
CHEMBL193456,CN(C)S(=O)(=O)c1ccc(Nc2ccc(C(=O)c3c(F)cccc3F)c(N)n2)cc1,499.99999999999983,1,6.301,Active,432.452,432.1068,3.167,2,6,105.39,6,0.1,30,3,3,0,True,0.21,3.134,15.081,14.5704,5.9787,63.01,False,False,False,True,0.4784,Moderate (0.4–0.6)
CHEMBL1172241,Cc1cc(CNC(=O)c2nn(CCCN)c3c2CCc2cnc(Nc4cccc(CC(=O)N(C)C)c4)nc2-3)ccn1,499.99999999999983,1,6.301,Active,553.671,553.2914,2.795,3,8,143.95,10,0.3333,41,5,4,0,False,0.1537,3.506,18.1848,11.3804,4.3772,18.9049,False,False,False,False,0.4389,Moderate (0.4–0.6)
CHEMBL257625,CCNc1ccc2[nH]nc(NC(=O)Cc3ccccc3)c2c1,499.99999999999983,1,6.301,Active,294.358,294.1481,3.176,3,3,69.81,5,0.1765,22,3,3,0,True,0.2864,3.125,11.0894,21.4059,9.0259,35.6997,False,False,False,True,0.5955,Moderate (0.4–0.6)
CHEMBL477063,COc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O,499.99999999999983,1,6.301,Active,451.22,451.0029,1.801,3,6,100.55,4,0.1176,25,3,2,0,True,0.252,4.5,7.1468,13.9644,6.2665,53.5799,False,False,True,False,0.5479,Moderate (0.4–0.6)
CHEMBL107530,Nc1nc(Nc2cccc(Br)c2)nc(OCC2CCCCC2)c1N=O,499.99999999999983,1,6.301,Active,406.284,405.08,4.922,2,7,102.49,6,0.4118,25,3,2,0,True,0.252,1.379,19.5317,15.5089,6.1479,15.3011,False,False,False,True,0.5031,Moderate (0.4–0.6)
CHEMBL333605,O=C(Nc1cc(C2CC2)[nH]n1)c1cccc(C(F)(F)F)c1,500.01499977500663,2,6.301,Active,295.264,295.0932,3.558,2,2,57.78,3,0.2857,21,3,2,0,True,0.3,2.743,11.86,21.3402,10.9052,22.0546,True,False,False,True,0.6028,Good (0.6–0.8)
CHEMBL1957092,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1F,501.1900000000002,1,6.3,Active,327.315,327.1019,2.814,1,5,77.25,5,0.1176,24,3,3,0,True,0.2625,3.486,10.72,19.2475,8.1553,53.5714,False,False,False,True,0.5689,Moderate (0.4–0.6)
CHEMBL1957228,COc1ccc(-c2ocnc2C(=O)NCc2ccnnc2)cc1Cl,501.1900000000002,1,6.3,Active,344.758,344.0676,2.724,1,6,90.14,5,0.125,24,3,3,0,True,0.2625,3.576,10.3771,18.2737,6.9891,50.4,False,False,False,True,0.5664,Moderate (0.4–0.6)
CHEMBL1957091,COc1ccc(-c2ocnc2C(=O)NCc2ccncc2)cc1Cl,501.1900000000002,1,6.3,Active,343.77,343.0724,3.329,1,5,77.25,5,0.1176,24,3,3,0,True,0.2625,2.971,12.6819,18.3262,8.1553,53.5714,False,False,False,True,0.5487,Moderate (0.4–0.6)
CHEMBL1957231,COc1ccc(-c2ocnc2C(=O)NCc2ccn3ccnc3c2)cc1Cl,501.1900000000002,1,6.3,Active,382.807,382.0833,3.581,1,5,81.66,5,0.1053,27,4,4,0,True,0.2333,2.719,15.3493,16.4574,7.7149,59.8291,False,False,False,True,0.5029,Moderate (0.4–0.6)
CHEMBL496568,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@@H](N)CC3)s2)o1,503.0,1,6.298,Active,366.556,366.1548,4.403,2,7,76.97,5,0.6471,24,3,2,0,True,0.2624,1.895,16.7797,17.1815,8.1824,9.7327,False,False,False,True,0.5631,Moderate (0.4–0.6)
CHEMBL3352835,COC1CCN(c2nccc(Nc3cc(NC(=O)c4c(Cl)cccc4Cl)ccn3)n2)CC1,503.0,1,6.298,Active,473.364,472.1181,4.79,2,7,92.27,6,0.2727,32,4,3,0,True,0.1968,1.508,24.3394,13.3048,6.8256,23.095,False,False,False,False,0.4244,Moderate (0.4–0.6)
CHEMBL5417190,COc1ccc(Cc2nnc(N3CCN(C(=O)Nc4ccccc4)CC3)c3ccccc23)cc1,515.1699999999998,1,6.288,Active,453.546,453.2165,4.583,1,5,70.59,5,0.2222,34,5,4,0,True,0.1849,1.705,24.7864,13.8641,8.9078,28.2988,False,False,False,False,0.421,Moderate (0.4–0.6)
CHEMBL2011941,O=C(NCCCNc1c(Br)cnc2[nH]c(-c3ccc(OCCN4CCCCC4)cc3)nc12)C1CCC1,517.9999999999999,1,6.286,Active,555.521,554.2005,4.97,3,6,95.17,11,0.5185,36,5,3,0,False,0.1746,1.316,28.4651,11.3155,6.605,12.1234,False,False,False,False,0.4153,Moderate (0.4–0.6)
CHEMBL264406,CC(C)(C)n1nc(-c2cccc3ccccc23)c2c(N)ncnc21,519.6152422706634,2,6.284,Active,317.396,317.164,3.984,1,4,69.62,1,0.2105,24,4,4,0,True,0.2618,2.3,15.2177,19.7986,9.0261,29.8527,False,False,False,True,0.546,Moderate (0.4–0.6)
CHEMBL2158865,CNC(=O)Nc1ccc(-c2cc(-c3ccnc(Nc4ccc(Cl)c(S(=O)(=O)N(C)C)c4)n3)ccn2)cc1,520.0,1,6.284,Active,538.033,537.135,4.604,3,7,129.21,7,0.12,37,4,4,0,False,0.1698,1.68,27.1143,11.6796,4.8634,52.3667,False,False,False,False,0.3818,Low (<0.4)
CHEMBL251795,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)[C@H](C)N)CC1,520.0,1,6.284,Active,561.531,560.0664,4.135,2,8,104.45,6,0.3043,34,4,3,1,False,0.1848,2.149,22.3755,11.1908,6.0163,20.6507,False,False,False,False,0.4261,Moderate (0.4–0.6)
CHEMBL5396190,COc1ccc(Cc2nnc(N3CCN(C(=S)Nc4ccccc4)CC3)c3ccccc23)cc1,523.59,1,6.281,Active,469.614,469.1936,4.748,1,5,53.52,5,0.2222,34,5,4,0,True,0.1847,1.533,25.7066,13.3748,11.7358,28.2673,False,False,False,False,0.3993,Low (<0.4)
CHEMBL3354191,COC1CCN(c2nccc(Nc3cc4c(cn3)c(N)nn4C(C)C)n2)CC1,530.0,1,6.276,Active,382.472,382.223,2.743,2,8,107.01,5,0.4737,28,4,3,0,True,0.2241,3.533,12.2401,16.409,5.8649,13.2489,False,False,False,True,0.554,Moderate (0.4–0.6)
CHEMBL522563,O=C(Nc1c[nH]nc1-c1nc2ccc(CN3CCOCC3)cc2[nH]1)c1ccc(F)cc1,530.0,1,6.276,Active,420.448,420.171,3.177,3,5,98.93,5,0.2273,31,5,4,0,True,0.2025,3.099,15.6889,14.9269,6.3439,27.6111,False,False,False,True,0.4863,Moderate (0.4–0.6)
CHEMBL2042042,C[C@@H](/C=C\C(F)(F)F)Oc1cc(-c2cc(-c3cc(CN(C)C)cs3)cnc2N)ccc1C(N)=O,530.0,1,6.276,Active,490.551,490.165,5.106,2,6,94.47,8,0.25,34,3,3,1,False,0.1846,1.17,27.6598,12.7938,6.6434,25.104,False,False,False,False,0.3952,Low (<0.4)
CHEMBL57639,O=C1Nc2ccc(Br)cc2/C1=C/c1[nH]cc2c1CCNC2=O,530.0,1,6.276,Active,358.195,357.0113,2.556,3,2,73.99,1,0.125,22,4,2,0,True,0.2853,3.72,8.959,17.5212,8.4822,50.208,False,False,True,True,0.5836,Moderate (0.4–0.6)
CHEMBL5436647,COc1ccc(Cc2nnc(N3CCN(C(=S)Nc4ccc(Cl)cc4)CC3)c3ccccc23)cc1,533.56,1,6.273,Active,504.059,503.1547,5.402,1,5,53.52,5,0.2222,35,5,4,0,False,0.1792,0.871,30.1451,12.445,11.7209,28.2313,False,False,False,False,0.3652,Low (<0.4)
CHEMBL509772,CC(C)(C)c1cnc(CSc2cnc(NC3CCNCC3)s2)o1,538.0,1,6.269,Active,352.529,352.1392,3.885,2,7,62.98,5,0.625,23,3,2,0,True,0.2726,2.384,14.2517,17.7829,9.954,10.0304,False,False,False,True,0.5863,Moderate (0.4–0.6)
CHEMBL254895,Cc1ccc(Sc2cnc(Nc3cccc(Br)n3)s2)cc1C(=O)N1CCN(C(=O)CN)CC1,540.0000000000002,1,6.268,Active,547.504,546.0507,3.747,2,8,104.45,6,0.2727,33,4,3,0,False,0.1899,2.521,19.7314,11.4483,6.001,22.985,False,False,False,False,0.4368,Moderate (0.4–0.6)
CHEMBL289422,O=C1NC(=O)c2c1c1c3ccccc3n3c1c1c2c2ccccc2n1[C@H]1CC[C@@H]3O1,540.0000000000002,1,6.268,Active,393.402,393.1113,4.607,1,3,65.26,0,0.1667,30,8,5,2,True,0.2089,1.661,22.0536,15.9328,9.6047,37.6005,False,False,False,True,0.453,Moderate (0.4–0.6)
CHEMBL3822943,CCOc1nn(C2CCN(C(C)=O)CC2)cc1Nc1ncc(Cl)c(-c2cnn3ccccc23)n1,544.9999999999999,1,6.264,Active,480.96,480.1789,3.967,1,7,102.47,6,0.3478,34,5,4,0,True,0.1842,2.297,21.5364,13.024,6.113,18.0104,False,False,False,False,0.4393,Moderate (0.4–0.6)
CHEMBL186952,Nc1nc2ccc(C(=O)c3c(F)cccc3F)cn2c1C(=O)c1cccs1,547.0,1,6.262,Active,383.379,383.054,3.718,1,5,77.46,4,0.0,27,4,4,0,True,0.2319,2.544,16.0328,16.3337,8.0842,,False,False,False,True,0.4837,Moderate (0.4–0.6)
CHEMBL5270227,N[C@H](Cc1ccccc1)C(=O)Nc1cncc(-c2ccc3[nH]nc(NC(=O)c4ccccc4)c3c2)c1,549.9999999999998,1,6.26,Active,476.54,476.1961,4.386,4,5,125.79,7,0.0714,36,5,5,1,True,0.1739,1.874,25.2214,13.1364,4.9765,87.6751,False,False,False,False,0.3922,Low (<0.4)
CHEMBL2348159,Nc1nccc(-n2cc(-c3cc[nH]n3)c3cnccc32)n1,549.9999999999998,1,6.26,Active,277.291,277.1076,1.788,2,5,98.3,2,0.0,21,4,4,0,True,0.2981,4.472,5.998,22.5756,6.3683,,False,False,True,True,0.6292,Good (0.6–0.8)
CHEMBL245535,CC(=O)NCC(=O)N1CCC(Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)CC1,551.0000000000002,1,6.259,Active,426.908,426.1571,2.817,3,5,103.01,5,0.3333,30,4,3,0,True,0.2086,3.442,13.5043,14.6612,6.0761,18.7789,False,False,False,True,0.5086,Moderate (0.4–0.6)
CHEMBL392614,CCNC(=O)N1CCC[C@H](Nc2ncc(Cl)c(-c3c[nH]c4ccccc34)n2)C1,555.0,1,6.256,Active,398.898,398.1622,3.884,3,4,85.94,4,0.35,28,4,3,1,True,0.2234,2.372,17.3859,15.6832,7.2795,17.8743,False,False,False,True,0.5011,Moderate (0.4–0.6)
CHEMBL5848732,Cc1nc2c(F)cc(-c3nc(Nc4ncc5c(n4)CCNC5)ncc3F)cc2n1C(C)C,557.9999999999999,1,6.253,Active,436.47,436.1935,3.84,2,7,93.44,4,0.3182,32,5,4,0,True,0.1954,2.413,19.652,14.3263,6.692,19.6512,False,False,False,True,0.4631,Moderate (0.4–0.6)
CHEMBL1234085,CNS(=O)(=O)c1ccc(N/C=C2\C(=O)Nc3ccccc32)cc1,559.9999999999999,1,6.252,Active,329.381,329.0834,2.0,3,4,87.3,4,0.0625,23,3,2,0,True,0.2718,4.252,7.3584,18.9811,7.1615,100.032,False,False,True,True,0.5894,Moderate (0.4–0.6)
CHEMBL3934755,CCOC(=O)N=S(C)(=O)Cc1cc(F)cc(Nc2ncc(F)c(-c3ccc(F)cc3OC)n2)c1,559.9999999999999,1,6.252,Active,494.495,494.1236,5.067,1,7,102.77,7,0.2273,34,3,3,1,False,0.1839,1.185,27.553,12.6432,6.0835,27.5055,False,False,False,False,0.3899,Low (<0.4)
CHEMBL2158011,CCN(CC)S(=O)(=O)c1cccc(Nc2nccc(-c3ccnc(-c4ccc(NC(=O)NC)cc4)c3)n2)c1,559.9999999999999,1,6.252,Active,531.642,531.2053,4.731,3,7,129.21,9,0.1852,38,4,4,0,False,0.1645,1.521,28.7599,11.7598,4.8386,33.7581,False,False,False,False,0.3773,Low (<0.4)
CHEMBL5762588,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC(C)(C)N)C5)ncc3F)cc2n1C1CC1,566.9999999999998,1,6.246,Active,504.589,504.2561,4.649,2,7,97.78,6,0.4074,37,6,4,0,False,0.1688,1.597,27.5415,12.3784,6.3878,15.3314,False,False,False,False,0.4049,Moderate (0.4–0.6)
CHEMBL553906,Cc1nnc2sc(-c3ccc(N)cc3)nn12,570.0000000000002,1,6.244,Active,231.284,231.0579,1.743,1,5,69.1,1,0.1,16,3,3,0,True,0.3902,4.501,4.4669,26.9971,9.0362,62.44,True,False,True,True,0.6559,Good (0.6–0.8)
CHEMBL396614,N=C1NC(=O)/C(=C/c2ccc(-c3ccc(S(N)(=O)=O)c(Cl)c3)o2)S1,570.0000000000002,1,6.244,Active,383.838,382.9801,2.386,3,6,126.25,3,0.0,24,3,2,0,True,0.2602,3.858,9.1699,16.2673,4.9457,,False,False,True,True,0.5435,Moderate (0.4–0.6)
CHEMBL3655776,CC(C)n1cnc2c(NCc3cccnc3)nc(NCC(O)C(F)(F)F)nc21,570.0000000000002,1,6.244,Active,395.389,395.1681,2.749,3,7,100.78,7,0.4118,28,3,3,1,True,0.223,3.495,12.3274,15.792,6.1957,15.1627,False,False,False,True,0.5395,Moderate (0.4–0.6)
CHEMBL233554,CN(C)CCNS(=O)(=O)c1ccc(-c2ccc(/C=C3\SC(=N)NC3=O)o2)cc1,570.0000000000002,1,6.244,Active,420.516,420.0926,1.925,3,7,115.5,7,0.2222,28,3,2,0,True,0.223,4.319,8.6323,14.8484,5.4061,28.1008,False,False,True,True,0.5357,Moderate (0.4–0.6)
