chembl_id,smiles,IC50_nM_geomean,n_replicates,pIC50,activity_class,MW,ExactMW,cLogP,HBD,HBA,TPSA,RotBonds,Fsp3,HAC,Rings,ArRings,Stereo,Ro5_pass,LE,LipE,LELP,BEI,SEI,GE,LE_good,LipE_good,LELP_good,BEI_good,MPO_score,MPO_tier
CHEMBL3298678,O=C(N[C@H](CO)c1ccc(Cl)c(F)c1)N1CCc2cnc(NC3CCOCC3)nc2C1,10.000000000000002,1,8.0,Active,449.914,449.163,2.661,3,6,99.61,5,0.4762,31,4,2,1,True,0.2581,5.339,10.31,17.7812,8.0313,16.7997,False,True,False,True,0.7194,Good (0.6–0.8)
CHEMBL3354187,COC1CCN(c2nccc(Nc3cc4c(cn3)cc(-c3cn[nH]c3)n4C(C)C)n2)CC1,10.000000000000002,1,8.0,Active,432.532,432.2386,4.156,2,7,96.78,6,0.3913,32,5,4,0,True,0.25,3.844,16.624,18.4957,8.2662,20.4447,False,False,False,True,0.6673,Good (0.6–0.8)
CHEMBL178785,CN(C)S(=O)(=O)c1ccc(Nc2cc(N[C@H]3CC[C@H](N)CC3)nc3c(Br)cnn23)cc1,10.000000000000002,1,8.0,Active,508.446,507.1052,3.168,3,7,117.65,6,0.4,31,4,3,0,False,0.2581,4.832,12.2743,15.7342,6.7998,20.0,False,False,False,True,0.6806,Good (0.6–0.8)
CHEMBL255262,O=C(Cc1cccc(F)c1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,10.000000000000002,1,8.0,Active,388.424,388.1005,2.423,2,4,95.16,4,0.2222,27,4,3,0,True,0.2963,5.577,8.1775,20.596,8.4069,36.0036,False,True,True,True,0.7532,Good (0.6–0.8)
CHEMBL3648073,C[C@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br,10.000000000000002,1,8.0,Active,415.313,414.0361,3.166,3,7,108.19,6,0.3333,24,2,2,3,True,0.3333,4.834,9.4989,19.2626,7.3944,24.0024,True,False,True,True,0.7372,Good (0.6–0.8)
CHEMBL1171948,NC(=O)Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccccc3)ncc1CC2,10.000000000000002,1,8.0,Active,363.381,363.1444,0.766,3,6,141.81,5,0.1667,27,4,3,0,True,0.2963,7.234,2.5852,22.0155,5.6414,47.9904,False,True,True,True,0.7948,Good (0.6–0.8)
CHEMBL257831,CN(C)c1ccc(CC(=O)Nc2n[nH]c3ccc(N4CCCS4(=O)=O)cc23)cc1,10.000000000000002,1,8.0,Active,413.503,413.1522,2.35,2,5,98.4,5,0.3,29,4,3,0,True,0.2759,5.65,8.5176,19.3469,8.1301,26.6667,False,True,True,True,0.7377,Good (0.6–0.8)
CHEMBL5886747,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C1(C)CC1,10.299999999999999,1,7.987,Active,447.493,447.1983,4.373,2,6,80.55,4,0.3333,33,6,4,0,True,0.242,3.614,18.0702,17.8483,9.9156,23.9634,False,False,False,True,0.6424,Good (0.6–0.8)
CHEMBL5774332,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@@H]4CN(C)CCO4)C5)ncc3F)cc2n1C(C)(C)C,10.299999999999999,1,7.987,Active,562.669,562.298,4.662,1,8,84.23,5,0.4667,41,6,4,1,False,0.1948,3.325,23.9322,14.1948,9.4824,17.1138,False,False,False,True,0.5907,Moderate (0.4–0.6)
CHEMBL6017199,COC(=O)C(=O)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)ccc2C1,10.4,1,7.983,Active,521.528,521.1987,3.857,1,8,115.13,4,0.3077,38,5,4,0,False,0.2101,4.126,18.3579,15.3069,6.9339,25.9441,False,False,False,True,0.6102,Good (0.6–0.8)
CHEMBL421578,CS(=O)(=O)Nc1cccc(-c2cc(Nc3ccc(S(N)(=O)=O)cc3)[nH]n2)c1,10.699999999999998,1,7.971,Active,407.477,407.0722,1.839,4,6,147.04,6,0.0625,27,3,3,0,True,0.2952,6.132,6.2297,19.5618,5.421,127.536,False,True,True,True,0.7369,Good (0.6–0.8)
CHEMBL319103,NS(=O)(=O)c1ccc(Nc2cc(-c3cccc(NS(=O)(=O)c4ccccc4)c3)[nH]n2)cc1,10.699999999999998,1,7.971,Active,469.548,469.0878,3.269,4,6,147.04,7,0.0,32,4,4,0,True,0.2491,4.702,13.1232,16.9759,5.421,,False,False,False,True,0.6307,Good (0.6–0.8)
CHEMBL4641226,C=CC(=O)N1CCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CC1,10.8,1,7.967,Active,434.587,434.1446,4.084,1,7,88.33,6,0.5,29,3,2,0,True,0.2747,3.883,14.8671,18.3323,9.0196,15.934,False,False,False,True,0.6971,Good (0.6–0.8)
CHEMBL3298982,O=C(N[C@H](CO)c1ccc(Cl)c(Cl)c1)N1CCc2cnc(NC3CCOCC3)nc2C1,11.000000000000002,1,7.959,Active,466.369,465.1334,3.176,3,6,99.61,5,0.4762,31,4,2,1,True,0.2567,4.783,12.3724,17.0659,7.9902,16.7136,False,False,False,True,0.6943,Good (0.6–0.8)
CHEMBL273060,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(I)cc32)cc1,11.000000000000002,1,7.959,Active,442.238,441.9597,1.707,3,5,113.65,3,0.0,23,3,2,0,True,0.346,6.252,4.9335,17.9971,7.0031,,True,True,True,True,0.7328,Good (0.6–0.8)
CHEMBL181114,N[C@H]1CC[C@H](Nc2cc(Nc3ccc(S(=O)(=O)c4cccs4)cc3)n3ncc(Cl)c3n2)CC1,11.000000000000002,1,7.959,Active,503.053,502.1012,4.702,3,8,114.41,6,0.2727,33,5,4,0,False,0.2412,3.257,19.4942,15.8214,6.9566,29.1859,False,False,False,True,0.6063,Good (0.6–0.8)
CHEMBL3642647,Fc1ccccc1-c1cc(NCc2cccnc2)n2ncc(Br)c2n1,11.000000000000002,1,7.959,Active,398.239,397.0338,4.305,1,4,55.11,4,0.0556,25,4,4,0,True,0.3184,3.654,13.5207,19.9855,14.442,143.1475,True,False,False,True,0.6707,Good (0.6–0.8)
CHEMBL3648104,CC(Sc1nc(Nc2ccc(S(C)(=N)=O)cc2)ncc1Br)C(C)(C)O,11.000000000000002,1,7.959,Active,445.408,444.0289,4.27,3,7,98.96,6,0.375,25,2,2,2,True,0.3184,3.689,13.4108,17.869,8.0426,21.224,True,False,False,True,0.696,Good (0.6–0.8)
CHEMBL453895,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)n2)n1C(C)C,11.000000000000002,1,7.959,Active,451.55,451.2496,3.936,2,6,87.97,6,0.4167,33,4,3,0,True,0.2412,4.023,16.3184,17.626,9.0474,19.1001,False,False,False,True,0.6587,Good (0.6–0.8)
CHEMBL3648089,CCOC(=O)N=S(=O)(CC)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1,11.000000000000002,1,7.959,Active,500.419,499.0889,4.167,3,8,125.8,8,0.4211,30,2,2,3,False,0.2653,3.792,15.7067,15.9047,6.3267,18.9005,False,False,False,True,0.6565,Good (0.6–0.8)
CHEMBL484738,Cc1ncc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)n1C,11.000000000000002,1,7.959,Active,344.4,344.1055,1.577,2,6,115.79,4,0.1333,24,3,3,0,True,0.3316,6.382,4.7557,23.1098,6.8737,59.7074,True,True,True,True,0.7825,Good (0.6–0.8)
CHEMBL3644023,C=CCS(=O)(=O)c1ccc(Nc2ncc(C(F)(F)F)c(O[C@H](C)C(C)(C)O)n2)cc1,11.000000000000002,1,7.959,Active,445.463,445.1283,3.737,2,7,101.41,8,0.3684,30,2,2,1,True,0.2653,4.222,14.0859,17.8668,7.8483,21.6042,False,False,False,True,0.6817,Good (0.6–0.8)
CHEMBL4644893,C=CC(=O)Nc1ccc(C(=O)N2CCCC(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,11.000000000000002,1,7.959,Active,553.71,553.1817,5.336,2,8,117.43,8,0.3704,38,4,3,1,False,0.2094,2.623,25.4823,14.374,6.7777,21.4876,False,False,False,True,0.5714,Moderate (0.4–0.6)
CHEMBL4777844,CN(C)C/C=C/C(=O)N1CCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CC1,11.499999999999998,1,7.939,Active,491.683,491.2025,4.016,1,8,91.57,8,0.5652,33,3,2,0,True,0.2406,3.923,16.6916,16.1466,8.6699,14.0464,False,False,False,True,0.6556,Good (0.6–0.8)
CHEMBL5416114,Cl.N[C@H]1CCN(c2c3c(nc4ccc(-c5ccnc(NC(=O)C6CC6)n5)cc24)CCCCC3)C1,11.58,1,7.936,Active,479.028,478.2248,4.268,2,6,97.03,4,0.4615,34,6,3,1,True,0.2334,3.668,18.2862,16.5669,8.1789,17.1961,False,False,False,True,0.6359,Good (0.6–0.8)
CHEMBL3648123,CCS(=N)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)C(C)(C)O)n2)cc1,11.618950038622252,2,7.935,Active,442.383,441.0834,3.98,4,7,110.99,7,0.4118,26,2,2,2,True,0.3052,3.955,13.0406,17.9369,7.1493,19.2691,True,False,False,True,0.7068,Good (0.6–0.8)
CHEMBL4758168,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1,11.9,1,7.924,Active,568.769,568.229,5.104,2,9,103.6,10,0.4286,39,4,3,1,False,0.2032,2.82,25.1181,13.9318,7.6486,18.4881,False,False,False,False,0.5755,Moderate (0.4–0.6)
CHEMBL432491,NS(=O)(=O)c1ccc2c(c1)/C(=C/c1[nH]cc3c1CCOC3=O)C(=O)N2,12.0,1,7.921,Active,359.363,359.0576,0.868,3,5,131.35,2,0.125,25,4,2,0,True,0.3168,7.053,2.7399,22.0418,6.0305,63.368,True,True,True,True,0.7919,Good (0.6–0.8)
CHEMBL1171949,NC(=O)c1nn(CC2CCNCC2)c2c1CCc1cnc(Nc3ccccc3)nc1-2,12.0,1,7.921,Active,403.49,403.2121,2.281,3,6,110.75,5,0.3636,30,5,3,0,True,0.264,5.64,8.6402,19.6312,7.1521,21.7849,False,True,True,True,0.7322,Good (0.6–0.8)
CHEMBL260103,COc1ccc2c(c1)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,12.0,1,7.921,Active,346.368,346.0736,1.111,3,6,122.88,4,0.0667,24,3,2,0,True,0.33,6.81,3.3667,22.8687,6.4461,118.7556,True,True,True,True,0.785,Good (0.6–0.8)
CHEMBL272028,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(C(=O)NCCc4c[nH]cn4)cc32)cc1,12.0,1,7.921,Active,453.484,453.1219,0.798,5,7,171.43,7,0.1,32,4,3,0,True,0.2475,7.123,3.2242,17.467,4.6205,79.21,False,True,True,True,0.6829,Good (0.6–0.8)
CHEMBL4569508,O=C(NCC(F)(F)F)c1cc(-c2cnn3cc(-c4ccc(OCCN5CCCCC5)cc4)cnc23)cs1,12.0,1,7.921,Active,529.588,529.1759,5.282,1,6,71.76,8,0.3462,37,5,4,0,False,0.2141,2.639,24.6707,14.9569,11.0382,22.8798,False,False,False,True,0.571,Moderate (0.4–0.6)
CHEMBL456963,O=C(NC1CCCCC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F,12.0,1,7.921,Active,348.353,348.1398,3.003,3,3,86.88,4,0.3529,25,3,2,0,True,0.3168,4.918,9.4792,22.7384,9.1172,22.4455,True,False,True,True,0.7589,Good (0.6–0.8)
CHEMBL309573,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4ccccn34)n2)cc1,12.0,1,7.921,Active,424.486,424.1318,2.46,2,7,110.51,8,0.15,30,4,4,0,True,0.264,5.461,9.3182,18.6602,7.1677,52.8067,False,True,True,True,0.6988,Good (0.6–0.8)
CHEMBL3648085,CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(N[C@H](C)[C@H](C)O)n2)cc1,12.0,1,7.921,Active,486.392,485.0732,3.777,3,8,125.8,7,0.3889,29,2,2,3,True,0.2731,4.144,13.8301,16.2852,6.2965,20.3677,False,False,False,True,0.672,Good (0.6–0.8)
CHEMBL3298310,CC[C@@H](NC(=O)N1CCc2cnc(N[C@@H](C)CO)nc2C1)c1ccc(Cl)c(Cl)c1,12.0,1,7.921,Active,438.359,437.1385,3.795,3,5,90.38,6,0.45,29,3,2,2,True,0.2731,4.126,13.896,18.0697,8.7641,17.6022,False,False,False,True,0.6936,Good (0.6–0.8)
CHEMBL311992,NCCOc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,12.0,1,7.921,Active,311.316,311.107,2.877,3,3,80.14,4,0.1176,23,4,3,0,True,0.3444,5.044,8.3537,25.4436,9.884,67.3554,True,True,True,True,0.7513,Good (0.6–0.8)
CHEMBL3644021,C[C@@H](O)[C@@H](C)Oc1nc(Nc2ccc(S(=O)(=O)C(F)F)cc2)ncc1C(F)(F)F,12.0,1,7.921,Active,441.378,441.0782,3.383,2,7,101.41,7,0.375,29,2,2,2,True,0.2731,4.538,12.3874,17.9461,7.8109,21.1227,False,False,False,True,0.6968,Good (0.6–0.8)
CHEMBL3644027,COC[C@@H](C)Oc1nc(Nc2ccc(S(C)(=O)=O)cc2)ncc1C(F)(F)F,12.0,1,7.921,Active,405.398,405.097,3.056,1,7,90.41,7,0.375,27,2,2,1,True,0.2934,4.865,10.4158,19.5388,8.7612,21.1227,False,False,False,True,0.7351,Good (0.6–0.8)
CHEMBL411865,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(CCc4ccc(O)cc4)c32)cc1,12.0,1,7.921,Active,436.493,436.1205,2.593,4,6,133.88,6,0.0909,31,4,3,0,True,0.2555,5.328,10.1487,18.1469,5.9165,87.1397,False,True,False,True,0.678,Good (0.6–0.8)
CHEMBL82767,NCCNc1cc(-c2ccc[nH]2)c2c3c(ccc(F)c13)NC2=O,12.0,1,7.921,Active,310.332,310.123,2.91,4,3,82.94,4,0.1176,23,4,3,0,True,0.3444,5.011,8.4495,25.5243,9.5503,67.3554,True,True,True,True,0.7507,Good (0.6–0.8)
CHEMBL1081263,N[C@H](CNc1ncc(-c2ccc3cnccc3c2)s1)Cc1ccc(C(F)(F)F)cc1,12.4,1,7.907,Active,428.483,428.1283,5.359,2,5,63.83,6,0.1818,30,4,4,1,False,0.2636,2.548,20.33,18.4535,12.3876,43.4928,False,False,False,True,0.6162,Good (0.6–0.8)
CHEMBL103115,NS(=O)(=O)c1ccc(Nc2cc(-c3ccc(O)c(F)c3)n[nH]2)cc1,12.599999999999996,1,7.9,Active,348.359,348.0692,2.312,4,5,121.1,4,0.0,24,3,3,0,True,0.3292,5.588,7.0231,22.6778,6.5235,,True,True,True,True,0.7415,Good (0.6–0.8)
CHEMBL1944698,CN1C/C=C/CCOc2cccc(c2)-c2ccnc(n2)Nc2cccc(c2)C1,12.618115282438445,4,7.899,Active,372.472,372.195,4.658,1,5,50.28,0,0.2174,28,4,3,0,True,0.2821,3.241,16.5119,21.207,15.71,36.3339,False,False,False,True,0.6569,Good (0.6–0.8)
CHEMBL405145,O=C(Nc1n[nH]c2nc(-c3ccc(O)cc3)ccc12)C1CC1,13.0,1,7.886,Active,294.314,294.1117,2.679,3,4,90.9,3,0.1875,22,4,3,0,True,0.3585,5.207,7.4728,26.7945,8.6755,42.0587,True,True,True,True,0.7665,Good (0.6–0.8)
CHEMBL411490,Cc1ccc2c(c1Cl)/C(=N/Nc1ccc(S(N)(=O)=O)cc1)C(=O)N2,13.0,1,7.886,Active,364.814,364.0397,2.064,3,5,113.65,3,0.0667,24,3,2,0,True,0.3286,5.822,6.2812,21.6165,6.9388,118.2309,True,True,True,True,0.7484,Good (0.6–0.8)
CHEMBL3298984,C[C@@H](NC(=O)N1CCc2cnc(NC3CCOCC3)nc2C1)c1ccc(Cl)c(F)c1,13.0,1,7.886,Active,433.915,433.1681,3.689,2,5,79.38,4,0.4762,30,4,2,1,True,0.2629,4.197,14.032,18.1741,9.9345,16.5603,False,False,False,True,0.689,Good (0.6–0.8)
CHEMBL409104,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3cccc(Oc4ccccc4)c32)cc1,13.0,1,7.886,Active,408.439,408.0892,2.895,3,6,122.88,5,0.0,29,4,3,0,True,0.2719,4.991,10.6473,19.3077,6.4176,,False,False,False,True,0.6801,Good (0.6–0.8)
CHEMBL5267773,Cc1c(C(=O)NCCc2ccc(N3CCCC3C)cc2)[nH]c2ccc(Cl)cc12,13.0,1,7.886,Active,395.934,395.1764,5.091,2,2,48.13,5,0.3478,28,4,3,1,False,0.2816,2.795,18.0788,19.9175,16.3848,22.674,False,False,False,True,0.6446,Good (0.6–0.8)
CHEMBL148580,COc1ccc(-c2[nH]nc3c2C(=O)c2c(NC(=O)CN4CCN(C(=N)N)CC4)cccc2-3)cc1,13.0,1,7.886,Active,459.51,459.2019,1.746,4,6,140.43,5,0.25,34,5,3,0,True,0.2319,6.14,7.5291,17.1618,5.6156,31.544,False,True,True,True,0.6871,Good (0.6–0.8)
CHEMBL515839,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CC4CCCO4)cc3)n2)n1C(C)C,13.0,1,7.886,Active,441.557,441.1835,3.926,1,7,99.0,7,0.4091,31,4,3,1,True,0.2544,3.96,15.4324,17.8595,7.9657,19.2765,False,False,False,True,0.6659,Good (0.6–0.8)
CHEMBL3298309,CC[C@@H](NC(=O)N1CCc2cnc(N[C@@H](C)CO)nc2C1)c1ccc(F)c(F)c1,13.0,1,7.886,Active,405.449,405.1976,2.767,3,5,90.38,6,0.45,29,3,2,2,True,0.2719,5.119,10.1765,19.45,8.7254,17.5244,False,True,False,True,0.7297,Good (0.6–0.8)
CHEMBL272833,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc4[nH]ncc4c32)cc1,13.0,1,7.886,Active,356.367,356.0692,0.979,4,6,142.33,3,0.0,25,4,3,0,True,0.3154,6.907,3.104,22.1289,5.5406,,True,True,True,True,0.7733,Good (0.6–0.8)
CHEMBL1964258,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc(CS(=O)(=O)NCCO)cc1,13.0,1,7.886,Active,430.511,430.0769,2.113,4,7,120.42,7,0.1579,29,4,3,0,True,0.2719,5.773,7.7712,18.3178,6.5487,49.943,False,True,True,True,0.7109,Good (0.6–0.8)
CHEMBL5979303,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCS(C)(=O)=O)C5)ncc3F)cc2n1C(C)(C)C,13.099999999999998,1,7.883,Active,555.655,555.2228,4.376,1,8,105.9,6,0.4074,39,5,4,0,False,0.2021,3.507,21.6526,14.1869,7.4438,19.3495,False,False,False,True,0.5895,Moderate (0.4–0.6)
CHEMBL473631,CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(-c6ccc(O)cc6)ccc45)nc23)CC1,13.300000000000002,1,7.876,Active,424.508,424.2012,4.231,3,5,84.07,3,0.2,32,6,5,0,True,0.2461,3.645,17.1922,18.5532,9.3684,39.38,False,False,False,True,0.6341,Good (0.6–0.8)
CHEMBL5844694,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCO)C5)ncc3F)cc2n1C(C)C,13.4,1,7.873,Active,507.545,507.2194,4.067,2,7,109.06,6,0.3462,37,5,4,0,False,0.2128,3.806,19.1118,15.5119,7.219,22.7412,False,False,False,True,0.6003,Good (0.6–0.8)
CHEMBL4213219,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CO)C5)ncc3F)cc2n1C(C)C,13.5,1,7.87,Active,493.518,493.2038,3.676,2,7,109.06,5,0.32,36,5,4,0,True,0.2186,4.194,16.8161,15.9467,7.2162,24.5938,False,False,False,True,0.6155,Good (0.6–0.8)
CHEMBL6026840,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC=NO)C5)ncc3F)cc2n1C(C)(C)C,13.999999999999996,1,7.854,Active,506.561,506.2354,4.792,2,8,104.35,5,0.3462,37,5,4,0,False,0.2123,3.062,22.5718,15.5045,7.5266,22.6863,False,False,False,True,0.5774,Moderate (0.4–0.6)
CHEMBL424696,c1ccc(Nc2ncc(-c3ccnc(OC4CCCCC4)n3)s2)nc1,13.999999999999996,1,7.854,Active,353.451,353.131,4.45,1,7,72.82,5,0.3333,25,4,3,0,True,0.3142,3.404,14.163,22.2209,10.7855,23.5644,True,False,False,True,0.7078,Good (0.6–0.8)
CHEMBL402759,O=C(Cc1ccc(-c2ccccc2)cc1)Nc1n[nH]c2ccc(N3CCCS3(=O)=O)cc12,13.999999999999996,1,7.854,Active,446.532,446.1413,3.951,2,4,95.16,5,0.1667,32,5,4,0,True,0.2454,3.903,16.1002,17.5889,8.2535,47.1146,False,False,False,True,0.6289,Good (0.6–0.8)
CHEMBL391229,O=C1Nc2ccc3ncsc3c2/C1=C/Nc1ccc2c(c1)CS(=O)(=O)C2,13.999999999999996,1,7.854,Active,383.454,383.0398,3.13,2,6,88.16,2,0.1111,26,5,3,0,True,0.3021,4.724,10.3608,20.4822,8.9088,70.6931,True,False,False,True,0.7133,Good (0.6–0.8)
CHEMBL83369,O=C1Nc2ccc(F)c3c(SCCO)cc(-c4ccc[nH]4)c1c23,13.999999999999996,1,7.854,Active,328.368,328.0682,3.624,3,3,65.12,4,0.1176,23,4,3,0,True,0.3415,4.23,10.612,23.9183,12.0608,66.7857,True,False,False,True,0.7182,Good (0.6–0.8)
CHEMBL3648093,CCOC(=O)N=S(C)(=O)c1ccc(Nc2ncc(Br)c(O[C@H](C)[C@H](C)O)n2)cc1,13.999999999999996,1,7.854,Active,487.376,486.0573,3.744,2,8,123.0,7,0.3889,29,2,2,3,True,0.2708,4.11,13.8257,16.1149,6.3854,20.1954,False,False,False,True,0.6646,Good (0.6–0.8)
CHEMBL556881,Cn1nc(C(N)=O)c2c1-c1nc(Nc3ccc(N4CCOCC4)cc3)ncc1CC2,13.999999999999996,1,7.854,Active,405.462,405.1913,1.655,2,7,111.19,4,0.3333,30,5,3,0,True,0.2618,6.199,6.3216,19.3705,7.0636,23.5644,False,True,True,True,0.7385,Good (0.6–0.8)
CHEMBL454645,CC1CCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CN1,13.999999999999996,1,7.854,Active,394.566,394.1497,4.048,2,7,80.05,5,0.6111,26,3,2,2,True,0.3021,3.806,13.3995,19.9054,9.8114,12.8522,True,False,False,True,0.7334,Good (0.6–0.8)
CHEMBL6004741,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CC=NO)C5)ncc3F)cc2n1C(C)C,13.999999999999996,1,7.854,Active,492.534,492.2198,4.618,2,8,104.35,6,0.32,36,5,4,0,True,0.2182,3.236,21.1641,15.9461,7.5266,24.5438,False,False,False,True,0.5872,Moderate (0.4–0.6)
CHEMBL515854,COCCS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1,13.999999999999996,1,7.854,Active,415.519,415.1678,3.393,1,7,99.0,8,0.35,29,3,3,0,True,0.2708,4.461,12.5295,18.9017,7.9333,22.44,False,False,False,True,0.6947,Good (0.6–0.8)
CHEMBL3655762,CC[C@H](Nc1nc(NCc2cnc(C)cc2C)c2ncn(C(C)C)c2n1)[C@@H](C)O,14.186124135047635,4,7.848,Active,397.527,397.259,3.602,3,7,100.78,8,0.5238,29,3,3,2,True,0.2706,4.246,13.3112,19.7421,7.7873,14.9828,False,False,False,True,0.7114,Good (0.6–0.8)
CHEMBL5964675,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)(C)C,14.299999999999999,1,7.845,Active,548.642,548.2824,4.32,2,8,93.02,5,0.4483,40,6,4,1,False,0.1961,3.525,22.0296,14.2989,8.4337,17.4994,False,False,False,True,0.5868,Moderate (0.4–0.6)
CHEMBL5830076,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CCN(C)C)C5)ncc3F)cc2n1C(C)(C)C,14.299999999999999,1,7.845,Active,548.642,548.2824,4.81,1,7,92.07,6,0.4138,40,5,4,0,False,0.1961,3.035,24.5283,14.2989,8.5207,18.9584,False,False,False,True,0.5693,Moderate (0.4–0.6)
CHEMBL5897984,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C[C@H]4CNCCO4)C5)ncc3F)cc2n1C(C)C,14.299999999999999,1,7.845,Active,534.615,534.2667,4.146,2,8,93.02,6,0.4286,39,6,4,1,False,0.2012,3.699,20.6064,14.6741,8.4337,18.3038,False,False,False,True,0.594,Moderate (0.4–0.6)
CHEMBL5903034,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)CB(O)O)C5)ncc3F)cc2n1C(C)C,14.5,1,7.839,Active,550.423,550.2788,3.101,3,9,115.46,9,0.4074,40,5,4,0,False,0.196,4.738,15.8214,14.2418,6.7894,19.2415,False,False,False,True,0.6169,Good (0.6–0.8)
CHEMBL4438497,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(CCN(C)C(N)=S)C5)ncc3F)cc2n1C(C)C,14.5,1,7.839,Active,551.671,551.2391,4.333,2,7,101.02,7,0.3704,39,5,4,0,False,0.201,3.506,21.5572,14.2096,7.7598,21.1636,False,False,False,True,0.5821,Moderate (0.4–0.6)
CHEMBL5941698,C=C(CN1CCN(C)CC1)N1CCc2nc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C6CCCC6)c5c4)n3)ccc2C1,14.799999999999997,1,7.83,Active,599.734,599.3296,5.453,1,8,78.24,7,0.4545,44,7,4,0,False,0.178,2.377,30.6348,13.0558,10.0077,17.2277,False,False,False,False,0.5386,Moderate (0.4–0.6)
CHEMBL4206061,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCN(C(=O)CN4CCN(C)CC4)C5)ncc3F)cc2n1C(C)C,14.799999999999997,1,7.83,Active,575.668,575.2933,3.932,1,8,95.31,6,0.4333,42,6,4,0,False,0.1864,3.898,21.0944,13.6016,8.2153,18.0706,False,False,False,False,0.5869,Moderate (0.4–0.6)
CHEMBL412091,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc(S(=O)(=O)O)cc32)cc1,15.0,1,7.824,Active,396.406,396.0198,0.349,4,7,168.02,4,0.0,26,3,2,0,True,0.3009,7.475,1.1599,19.7373,4.6566,,True,True,True,True,0.733,Good (0.6–0.8)
CHEMBL455194,CC1CC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CCN1,15.0,1,7.824,Active,394.566,394.1497,4.048,2,7,80.05,5,0.6111,26,3,2,2,True,0.3009,3.776,13.453,19.8294,9.7739,12.8031,True,False,False,True,0.7306,Good (0.6–0.8)
CHEMBL411886,NS(=O)(=O)c1ccc(N/N=C2\C(=O)Nc3ccc([N+](=O)[O-])cc32)cc1,15.0,1,7.824,Active,361.339,361.0481,1.011,3,7,156.79,4,0.0,25,3,2,0,True,0.313,6.813,3.23,21.6528,4.9901,,True,True,True,True,0.7506,Good (0.6–0.8)
CHEMBL5865665,Cc1nc2c(F)cc(-c3nc(Nc4ccc5c(n4)CCNC5)ncc3F)cc2n1C(C)C1CC1,15.0,1,7.824,Active,461.52,461.214,4.835,2,6,80.55,5,0.36,34,6,4,1,True,0.2301,2.989,21.0126,16.9527,9.7132,21.7333,False,False,False,True,0.6025,Good (0.6–0.8)
