chembl_id,IC50_nM_geomean,n_replicates,smiles
CHEMBL474600,10000.00000000001,1,CC(=O)Nc1ccc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)n[nH]c3c2)cc1
CHEMBL474619,101.99999999999996,1,COc1cc(O)ccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1
CHEMBL4746993,126.0,1,C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c(OC)c1
CHEMBL474724,6799.999999999999,1,CCNC(=N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21
CHEMBL474807,21499.99999999998,1,CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(-c6ccc(CO)cc6)ccc45)nc23)CC1
CHEMBL4752238,250.9999999999999,1,C=CC(=O)Nc1ccc(O[C@@H]2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c(C(F)(F)F)c1
CHEMBL4752989,285.99999999999994,1,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c1
CHEMBL4753350,22.900000000000002,1,C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(/C=C/c4ncc(C(C)(C)C)o4)s3)C2)cc1
CHEMBL4753717,23.299999999999997,1,CN(C)CC/C=C/C(=O)Nc1ccc(C(=O)N2CCCC(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1
CHEMBL4755256,2459.9999999999995,1,COc1cc(F)ccc1-c1cc(NC(=O)[C@H]2CCC[C@@H](NC(C)=O)C2)ncc1Cl
CHEMBL4756353,7.800000000000002,1,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)cc1
CHEMBL475640,10000.00000000001,1,COc1ccc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)n[nH]c3c2)c(OC)c1
CHEMBL4756935,263.99999999999994,1,C=CC(=O)Nc1ccc(S(=O)(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1
CHEMBL4758168,11.9,1,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1
CHEMBL4759397,3162.2799999999993,1,CC(C)n1cnnc1-c1cccc(NC(=O)C2CCCCO2)n1
CHEMBL475948,46.0,1,Cc1ncc(-c2nc(Nc3ccc(N4CCC[C@H]4C(=O)N(C)C)cc3)ncc2F)n1C(C)C
CHEMBL4761001,92.30000000000003,1,CN(C)C/C=C/C(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1
CHEMBL4761637,161.99999999999994,1,C=CC(=O)Nc1ccc(C(=O)Nc2cccc(C(=O)Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)c2)cc1
CHEMBL4764173,4.999999999999999,1,CC[C@H](Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1)[C@@H](C)O
CHEMBL4764656,4.0,1,C[C@H](CO)Nc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br.Cl
CHEMBL476518,24.000000000000004,1,Cc1ncc(-c2ccnc(Nc3ccc(N(C)C)cc3)n2)n1C(C)C
CHEMBL476577,0.5,1,CC(=O)NC1CN(c2ccc(Nc3ncc(F)c(-c4cnc(C)n4C(C)C)n3)cc2)C1
CHEMBL476993,6.0,1,Cc1ncc(-c2nc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)ncc2F)n1C(C)C
CHEMBL477038,237.00000000000009,1,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(F)ccc21
CHEMBL477063,499.99999999999983,1,COc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL477064,1599.9999999999998,1,CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL477259,1200.0,1,CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(C4CCCC4)cc32)cc1O
CHEMBL4776271,174.0,1,C=CC(=O)NC1CCN(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)CC1
CHEMBL4777844,11.499999999999998,1,CN(C)C/C=C/C(=O)N1CCC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CC1
CHEMBL477785,3.0000000000000004,1,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(S(=O)(=O)CCN(C)C)CC4)cc3)n2)n1C(C)C
CHEMBL477786,17.0,1,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)CO)CC4)cc3)n2)n1C(C)C
CHEMBL4777981,328.0000000000001,1,COc1ccc(F)cc1-c1c(F)cnc2[nH]c(C3=CCN([C@H]4CC[C@H](C(=O)O)CC4)CC3)cc12
CHEMBL4778541,158.00000000000003,1,CC(C)(C)c1ccc(C(=O)Nc2cn3cc(-n4ccnc4)ccc3n2)cc1.Cl.Cl
CHEMBL477861,2600.0,1,CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL477863,699.9999999999998,1,CCCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)nc1O
CHEMBL477877,8400.000000000002,1,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccco2)c(O)c1
CHEMBL4781334,3170.0000000000027,1,C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(CNCc4ncc(C(C)(C)C)o4)s3)C2)cc1
CHEMBL4781539,113.84199576606161,2,C=CC(=O)Nc1ccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1
CHEMBL478241,15.999999999999998,1,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)CN(C)C)CC4)cc3)n2)n1C(C)C
CHEMBL478407,3.0000000000000004,1,Cc1ncc(-c2ccnc(Nc3ccc(F)cc3)n2)n1C(C)C
CHEMBL478409,1.0,1,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1
CHEMBL478487,13599.999999999998,1,Cc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL478488,15099.999999999993,1,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccccc2)c(O)c1
CHEMBL4786429,29.000000000000004,1,CN(C)C/C=C/C(=O)Nc1cccc(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)c1
CHEMBL4788136,9.86,1,C=CC(=O)Nc1ccc(C(=O)N2CC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1
CHEMBL478828,7.999999999999998,1,COc1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1
CHEMBL4788401,334.0000000000001,1,C=CC(=O)Nc1ccc(O[C@@H]2CCC[C@@H](Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)cc1
CHEMBL479127,1200.0,1,COc1cccc2c1cc1c3c(cc4c(c32)OCO4)C(=O)N1
CHEMBL4793573,184.99999999999991,1,C=CC(=O)NC1CCC(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)CC1
CHEMBL4797409,312.00000000000006,1,C=CC(=O)Nc1cccc(C(=O)N2CCCC(Nc3ncc(SCc4ncc(C(C)(C)C)o4)s3)C2)c1
CHEMBL480384,10000.00000000001,1,CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(C6=CC7=CC=CNC7C=C6)ccc45)nc23)CC1
CHEMBL480391,1040.0,1,CN1CCN(c2cccc3nc(-c4n[nH]c5cc(-c6ccc(N)cc6)ccc45)[nH]c23)CC1
CHEMBL480392,6099.999999999998,1,CN1CCN(c2cccc3[nH]c(-c4n[nH]c5cc(-c6cccc(N)c6)ccc45)nc23)CC1
CHEMBL480442,59.999999999999986,1,CC(C)c1cnn2c(NCc3ccc(Cl)cc3)nc(N[C@@H](CO)C(C)C)nc12
CHEMBL481562,4.999999999999999,1,O=C(NC1CC1)c1n[nH]c2cc(-c3ccc(O)cc3)c(Br)cc12
CHEMBL482193,40.0,1,CC[C@H](CO)Nc1nc(NCc2ccccc2)n2ncc(C(C)C)c2n1
CHEMBL482211,220.00000000000009,1,CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncc(C(C)C)n2n1
CHEMBL482350,10000.00000000001,1,COc1cc(F)ccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1
CHEMBL482368,247.00000000000006,1,COc1cc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)n[nH]c3c2)ccc1N
CHEMBL482883,20999.999999999985,1,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCOCC2)cc1
CHEMBL483535,26500.000000000007,1,N#Cc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL483590,83.00000000000003,1,COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CC3)n2)cc1
CHEMBL48362,30.000000000000004,1,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccc(S(N)(=O)=O)cc2)C3=O)CC1
CHEMBL484274,45499.99999999997,1,CCOc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL484571,7.999999999999998,1,CN(C)CCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc4cccnn34)n2)cc1
CHEMBL4846069,43.99999999999999,1,COc1ccc(CC(=O)Nc2cc(C3CCC3)[nH]n2)cc1
CHEMBL484738,11.000000000000002,1,Cc1ncc(-c2ccnc(Nc3ccc(S(N)(=O)=O)cc3)n2)n1C
CHEMBL4849464,2006.000000000001,1,CC(C)c1cnn2c(NCc3ccccc3)nc(OC3CCN(C)CC3)nc12
CHEMBL485240,7.999999999999998,1,CCCS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1
CHEMBL485431,24.999999999999996,1,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)NCCN(C)C)cc3)n2)n1C
CHEMBL4855785,146.85,1,Cc1n[nH]c2ccc(-c3cncc(NC(CO)c4ccccc4)n3)cc12
CHEMBL485602,399.9999999999999,1,COCCN(C)S(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C)n2)cc1
CHEMBL485618,4.0,1,CCn1c(-c2ccnc(Nc3ccc(S(=O)(=O)NCCOC)cc3)n2)cnc1C
CHEMBL485619,15.0,1,COCCNS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3CC(C)C)n2)cc1
CHEMBL4856767,67.43999999999998,1,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4ccccc4)n3)cc12
CHEMBL4860265,56.130000000000024,1,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4ccc(F)cc4)n3)cc12
CHEMBL48614,3969.9999999999986,1,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2Cl)C3=O)CC1
CHEMBL486284,19599.99999999998,1,O=C1NC(=O)c2ccccc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL486285,47000.00000000002,1,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4cc(Br)ccc43)cc2)CC1
CHEMBL486302,20399.999999999985,1,O=C1NC(=O)c2ccc(I)cc2/C1=C/Nc1ccc(CN2CCCCC2)cc1
CHEMBL4863726,52.85999999999999,1,Cc1n[nH]c2ccc(-c3cncc(NC4CCCC(O)C4)n3)cc12
CHEMBL4864688,155.00000000000003,1,O=C(CCCOc1ccc(CC(=O)Nc2cc(C3CCC3)[nH]n2)cc1)NCCCCNc1cccc2c1C(=O)N(C1CCC(=O)NC1=O)C2=O
CHEMBL486487,39800.000000000015,1,CN(C)C(=O)c1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL487066,17.0,1,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NC4CC4)cc3)n2)n1C(C)C
CHEMBL487067,2.0,1,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)NCCO)cc3)n2)n1C(C)C
CHEMBL487254,5100.000000000005,1,N=C(Nc1ccccc1)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21
CHEMBL4872952,34.48,1,Cc1n[nH]c2ccc(-c3cncc(N[C@@H](CO)c4cccc(F)c4)n3)cc12
CHEMBL487526,47000.00000000002,1,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(C(=O)N(C)C)cc43)cc2)CC1
CHEMBL487531,7700.0000000000055,1,CN1CCN(c2ccc(N/C=C3\C(=O)NC(=O)c4ccc(-c5ccc(C=O)cc5)cc43)cc2)CC1
CHEMBL4876497,163.95000000000005,1,Cc1n[nH]c2ccc(-c3cc(N[C@@H](CO)c4ccccc4)cnc3Cl)cc12
CHEMBL487738,4158.124577258359,2,NS(=O)(=O)c1ccc(Nc2cncc(Cl)n2)cc1
CHEMBL488084,3.0000000000000004,1,Cc1ncc(-c2ccnc(Nc3ccc(C(N)=O)cc3)n2)n1C(C)C
CHEMBL488085,7.999999999999998,1,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)cc3)n2)n1C(C)C
CHEMBL488256,42.00000000000001,1,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3CC3CC3)n2)cc1
CHEMBL488257,2.0,1,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C3CCCC3)n2)cc1
CHEMBL488270,7700.0000000000055,1,O=C1C2=C(C(=O)N1CCCSC1=NCCN1)n1ccc3cccc(c31)C1Cc3ccccc3N21
CHEMBL488271,6299.999999999996,1,CNC(=N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31
CHEMBL488436,6.0,1,Cc1ncc(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)n1C(C)C
CHEMBL488548,8099.999999999999,1,CC(=O)Nc1ccc2c(c1)/C(=C/Nc1ccc(CN3CCCCC3)cc1)C(=O)NC2=O
CHEMBL488646,22999.999999999993,1,COc1cc(C2=C(c3cn(COC(C)(C)C)c4ccccc34)CNC2=O)cc(OC)c1OC
CHEMBL488811,19999.99999999998,1,COc1cc(C2=C(c3cn(COc4ccccc4)c4ccccc34)CNC2=O)cc(OC)c1OC
CHEMBL489030,16899.999999999993,1,COc1coc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1=O
CHEMBL489039,3099.9999999999986,1,COc1ccc(CN/C=C2\C(=O)NC(=O)c3cccc(Br)c32)cc1O
CHEMBL489083,3599.999999999998,1,N=C(N)SCCCn1c(=O)c2c(c1=O)n1c3ccccc3cc1c1cccc3ccn2c31
CHEMBL489245,870.0000000000002,1,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(I)cc32)cc1O
CHEMBL489246,2900.0000000000005,1,COc1ccc2c(c1)/C(=C/NCc1ccc(OC)c(O)c1)C(=O)NC2=O
CHEMBL489430,6899.999999999999,1,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccccc32)cc1O
CHEMBL489432,6600.000000000001,1,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(F)cc32)cc1O
CHEMBL489445,3099.9999999999986,1,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-n4cccc4)cc32)cc1O
CHEMBL489477,3.9994999687460937,2,O=C(Cc1ccc(-c2ccccc2)c(F)c1)Nc1cc(C2CC2)[nH]n1
CHEMBL489627,17299.999999999996,1,O=C1NC(=O)c2ccccc2/C1=C/NCc1ccc(O)cc1
CHEMBL489629,1900.0000000000005,1,CC(C)(C)c1ccc2c(c1)/C(=C/NCc1cc(O)c(-c3ccoc3)cn1)C(=O)NC2=O
CHEMBL489646,18300.000000000015,1,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-c4ccsc4)cc32)cc1O
CHEMBL489833,430.5229378325852,2,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cc(Br)ccc21
CHEMBL489853,1099.9999999999995,1,COc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(-c4ccoc4)cc32)cc1O
CHEMBL490053,44399.99999999998,1,COc1ccc(CN(C)/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL490240,1300.0,1,O=C1NC(=O)c2ccc(C3CCCC3)cc2/C1=C/NCc1cc(O)c(-c2ccoc2)cn1
CHEMBL490241,6099.999999999998,1,COc1cc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)ccn1
CHEMBL490251,41500.0,1,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccn(-c2ccccc2)c(=O)c1
CHEMBL490451,2600.0,1,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccn(-c2ccoc2)c(=O)c1
CHEMBL490480,8.997499652681292,2,Cc1cc(CC(=O)Nc2cc(C3CC3)[nH]n2)ccc1-c1ccccc1
CHEMBL490481,2.9994999583263877,2,O=C(Cc1ccc(Cc2cccs2)cc1)Nc1cc(C2CC2)[nH]n1
CHEMBL491064,32000.000000000007,1,Cn1cc(C2=C(c3coc4ccccc34)C(=O)NC2=O)c2cc(C3CC3)ccc21
CHEMBL491447,27.0,1,Cn1cc(C2=C(c3coc4cc(CO)ccc34)C(=O)NC2=O)c2cccc(CO)c21
CHEMBL491647,3983.6164474005277,2,COCc1cccc2c(C3=C(c4coc5ccccc45)C(=O)NC3=O)cn(C)c12
CHEMBL493940,16000.000000000002,1,CNc1nc2oc(-c3ccccc3)nc2c2c1ncn2C
CHEMBL495545,100.00000000000004,1,CN1CCN(c2ccc(Nc3nccc(-c4cnn5ncccc45)n3)cc2)CC1
CHEMBL495557,6.999999999999999,1,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@H](O)CC3)s2)o1
CHEMBL495558,27.999999999999996,1,CC(C)(C)c1cnc(CSc2cnc(NC3CCCC(O)C3)s2)o1
CHEMBL495696,2.0,1,N#Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1
CHEMBL495751,40.0,1,CCN(CC)CCNC(=O)c1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1
CHEMBL495754,167.99999999999997,1,CC(C)(C)c1cnc(CSc2cnc(NCC3CCCCC3)s2)o1
CHEMBL495758,26457.51311064591,2,c1ccc2[nH]c(-c3cc[nH]n3)nc2c1
CHEMBL496162,230.00000000000006,1,CC(C)Oc1ccc2c(-c3ccnc(Nc4ccc(N5CCN(C)CC5)cc4)n3)cnn2n1
CHEMBL496567,19.999999999999996,1,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@H](N)CC3)s2)o1
CHEMBL496568,503.0,1,CC(C)(C)c1cnc(CSc2cnc(N[C@H]3CC[C@@H](N)CC3)s2)o1
CHEMBL496569,139.99999999999994,1,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)c1ccccc1
CHEMBL496754,1200.0,1,O=C(Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1)NC1CCCCC1
CHEMBL496785,9.000000000000002,1,CC(C)(C)c1cnc(CSc2cnc(NC3CCCCC3)s2)o1
CHEMBL497306,349.9999999999999,1,COc1cccc(F)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1
CHEMBL497477,110.00000000000004,1,O=C(NC1CCNCC1)c1n[nH]cc1NC(=O)c1c(F)cccc1Cl
CHEMBL497564,3.0000000000000004,1,c1cc(Nc2nccc(-c3cnn4ncccc34)n2)cc(-c2cocn2)c1
CHEMBL497854,110.00000000000004,1,Cc1cc(CNc2ncc(Br)c(Nc3cc(C4CC4)[nH]n3)n2)on1
CHEMBL498659,43.99999999999999,1,Cl.O=C(N[C@H]1CCCNC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
CHEMBL498705,90999.99999999996,1,CN(CCc1c[nH]c2ccccc12)C(=O)c1ccc(-c2ccc(-c3ccccc3)cc2)cc1
CHEMBL499521,85000.0,1,Nc1c[nH]nc1C(=O)Nc1ccc(F)cc1
CHEMBL50,39999.99999999997,1,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12
CHEMBL500804,4.999999999999999,1,O=C(NC1=NNC2=CC=CC21)C1CC1
CHEMBL502651,6699.9999999999945,1,Nc1ccc(CN/C=C2\C(=O)NC(=O)c3ccc(Br)cc32)cc1O
CHEMBL503236,6600.000000000001,1,Cl.N[C@@H](CCCN/C=C1\C(=O)Nc2ccc(Br)cc21)C(=O)O
CHEMBL503917,369.9999999999999,1,N#Cc1cnn2cccnc12
CHEMBL504155,990.0000000000001,1,CC(=O)Nc1c[nH]nc1-c1nc2ccccc2[nH]1
CHEMBL504547,4699.999999999997,1,O=C1NC(=O)c2ccc(I)cc2/C1=C/NCc1ccc(-c2ccoc2)c(O)c1
CHEMBL505474,158.00000000000003,1,CC(C)(C)c1cnc(CSc2cnc(NC3CCCC(N)C3)s2)o1
CHEMBL505673,1160.0,1,COc1cccc2c(C3=C(c4cn(C)c5ccc(Br)cc45)C(=O)NC3=O)coc12
CHEMBL5070887,99.4,1,Cc1cnc(Nc2ccnn2C)nc1-c1cc2n(c1)C(=O)N([C@H](CO)c1cccc(Cl)c1)C2
CHEMBL507142,81.00000000000003,1,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C4CC4)n3C(C)C)n2)cc1
CHEMBL507167,37.99999999999999,1,N[C@H]1CC[C@H](NC(=O)c2n[nH]cc2NC(=O)c2c(F)cccc2F)CC1
CHEMBL507249,589.9999999999998,1,O[C@H]1CC[C@H](c2n[nH]cc2-c2ccnc(NC3CCCC3)n2)CC1
CHEMBL507536,689.9999999999998,1,CC(C)(C)c1cnc(CSc2cnc(N)s2)o1
CHEMBL507722,36.0,1,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)cc3)ncc2F)n1C(C)C
CHEMBL508129,3.0000000000000004,1,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1
CHEMBL508506,95.0,1,CC1NCCCC1C(=O)Nc1ncc(SCc2ncc(C(C)(C)C)o2)s1
CHEMBL508739,9.000000000000002,1,Cc1cc(Nc2ncc(F)c(-c3cnc(C)n3C(C)C)n2)ccc1C(=O)N(C)C
CHEMBL5089164,830.1500000000002,1,Cn1ccc2cc(Nc3ncc(C(F)(F)F)c(N[C@H]4CC[C@@H](N)CC4)n3)ccc2c1=O
CHEMBL50894,15.0,1,O=C1Cc2c([nH]c3ccc([N+](=O)[O-])cc23)-c2ccccc2N1
CHEMBL508964,2999.9999999999977,1,O=C(Nc1ccccc1)c1n[nH]c2ccccc12
CHEMBL509012,17.0,1,CC(C)C1CC(C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)CCN1
CHEMBL5092606,834.9000000000003,1,CN(C)C(=O)c1ccc(Nc2ncc(C(F)(F)F)c(N[C@H]3CC[C@@H](N)CC3)n2)cc1
CHEMBL509406,1.0,1,Cc1ncc(-c2nc(Nc3ccc(C(=O)NC4CCN(C)CC4)c(F)c3)ncc2F)n1C(C)C
CHEMBL509435,41999.99999999998,1,COc1cc(C2=C(c3cn(C)c4ccccc34)C(=O)NC2)cc(OC)c1OC
CHEMBL5095094,2.4,1,CC(C)c1c2cc(-c3nc(Nc4ccc(N5CCNCC5)cn4)ncc3F)ccc2nn1C
CHEMBL509730,30.000000000000004,1,CC(C)Nc1cc(N[C@H]2CC[C@H](N)CC2)nc2c(C#N)cnn12
CHEMBL509772,538.0,1,CC(C)(C)c1cnc(CSc2cnc(NC3CCNCC3)s2)o1
CHEMBL510436,6.0,1,Cc1ncc(-c2ccnc(Nc3ccc(C(=O)N(C)C)c(F)c3)n2)n1C(C)C
CHEMBL510566,199.99999999999991,1,C[C@@H]1CNC[C@@H](C(=O)Nc2ncc(SCc3ncc(C(C)(C)C)o3)s2)C1
CHEMBL510578,24.999999999999996,1,O=C(NCC1CC1)c1n[nH]cc1NC(=O)c1c(F)cccc1F
CHEMBL513330,999.9999999999998,1,Clc1ccc(CNc2nccc(-c3cnn4ncccc34)n2)cc1
CHEMBL513336,19999.99999999998,1,OCCn1cnc2c(NCc3ccccc3)nc(NCc3ccc(Br)cc3)nc21
CHEMBL513354,49.99999999999999,1,CCN(CC)Cc1cccc(Nc2nccc(-c3cnn4ncccc34)n2)c1
CHEMBL514197,4.1,1,COc1cc(-c2ccc3c(-c4nc5c(N6CCN(C)CC6)cccc5[nH]4)n[nH]c3c2)ccc1O
CHEMBL514316,4300.0,1,N=C(N)SCCCN1C(=O)C2=C(C1=O)n1ccc3cccc(c31)C1Cc3ccccc3N21
CHEMBL514499,7600.000000000003,1,COc1cc2ncn(-c3cc(OCc4ccccc4C(F)(F)F)c(C(N)=O)s3)c2cc1OC
CHEMBL514678,2600.0,1,CC(C)(C)c1ccc2c(c1)/C(=C/NCc1cc(O)c(-c3ccccc3)cn1)C(=O)NC2=O
CHEMBL514690,9.000000000000002,1,Cc1ncc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)n1C(C)C
CHEMBL514913,23.0,1,CCn1c(-c2ccnc(Nc3ccc(S(C)(=O)=O)cc3)n2)cnc1C
CHEMBL515001,7.999999999999998,1,Cc1ncc(-c2nc(Nc3ccc(N4CCOCC4)cc3)ncc2F)n1C(C)C
CHEMBL515311,17.0,1,Cc1ncc(-c2ccnc(Nc3ccc(N4CCN(C(=O)[C@H](C)O)CC4)cc3)n2)n1C(C)C
CHEMBL515631,960.0000000000001,1,CCCOc1cnc(CN/C=C2\C(=O)NC(=O)c3ccc(C(C)(C)C)cc32)cc1O
CHEMBL515839,13.0,1,Cc1ncc(-c2ccnc(Nc3ccc(S(=O)(=O)CC4CCCO4)cc3)n2)n1C(C)C
CHEMBL515854,13.999999999999996,1,COCCS(=O)(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1
CHEMBL516003,230.00000000000006,1,O=C(Nc1ccccc1F)Nc1c[nH]nc1-c1nc2cc(CN3CCOCC3)ccc2[nH]1
CHEMBL516244,10000.00000000001,1,COc1ccccc1-c1ccc2c(-c3nc4c(N5CCN(C)CC5)cccc4[nH]3)n[nH]c2c1
CHEMBL5169515,769.9999999999997,1,C[C@@H]1CCC[C@H]1N1C(=O)C2(CC2)c2cnc(Nc3ccc(S(=O)(=O)NCCO)cc3)nc21
CHEMBL5170195,239.99999999999997,1,COc1cc(F)ccc1-c1ccnc2[nH]c(-c3ccc(CN4CCOCC4)cc3)cc12
CHEMBL5170524,10999.999999999998,1,COc1cc(C(=O)N2CCCC2)ccc1-c1ccnc2[nH]c(C3CCNCC3)cc12
CHEMBL5170812,100.00000000000004,1,Cc1ncc(CC(=O)Nc2cc([C@H]3CC[C@@H](OC(=O)NC(C)C)C3)[nH]n2)s1
CHEMBL51709,1280.0,1,CN1CCC(c2c(O)cc(O)c3c2O/C(=C\c2ccccc2)C3=O)CC1
CHEMBL5171657,1.0,1,CCc1cnn2c(NCc3ccc[n+]([O-])c3)cc(C3CCCC[C@H]3CCO)nc12
